&#65279;"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UDJRIJ8Z","journalArticle","2026","Akter, S.; Das, B.; Abdullah, A.; Aurin, F.A.; Sultana, N.; Rahman, M.M.; Burritt, D.J.; Hossain, M.A.","Phenotypic characterisation and genetic dissection of the yield -attributing traits of exotic quinoa (Chenopodium quinoa L.) germplasm","Plant Science Today","","23481900 (ISSN)","10.14719/pst.12062","https://www.scopus.com/pages/publications/105040392809?origin=resultslist","Quinoa (Chenopodium quinoa L.) is a highly nutritious, climate-resilient crop with high levels of phenotypic and genotypic variability. Three replications of a randomised complete block design (RBCD) were used in a field experiment at the Bangladesh Agricultural University in Mymensingh for phenotypic characterisation of 46 quinoa genotypes and genetic dissection of traits which are crucial for genetic improvement. The quantitative parameters studied are: days to maturity (DM), plant height (PH), panicle weight (PW), 1000-seed weight (TSW), above ground biomass (AGB), harvest index (HI) and yield per plant (YPP) showed substantial (p &#8804; 0.01) differences. Kaust-09755, Kaust-10860, Kaust-09386, Kaust-09385, Kaust-10810, Kaust-09379 and Kaust-10804 showed promising potential for yield improvements. Traits such as PH, PW, AGB and YPP exhibited high heritability and genetic advance. Yield per plant showed significant positive correlations with DM, PH, PW and AGB, with PW and AGB having the strongest direct impacts on yield. Genotypes were grouped into four distinct clusters, based upon D2 analysis, with clusters III and IV being the most divergent. Principal component analysis (PCA) revealed that PC1 explained 55.10 % of the variability, with high positive loading for YPP, PW and AGB. Cluster and principal component analyses identified Kaust-05784, Kaust-09391, Kaust-10860 and SAU Quinoa-1 as highly divergent and suitable donor parents for future breeding programs. Copyright: © The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution and reproduction in any medium, provided the original author and source are credited (https://creativecommons.org/licenses/by/4.0/)","2026","2026-07-10 21:13:03","2026-07-10 21:13:03","","1-13","","2","13","","Plant Sci. Today","","","","","","Horizon e-Publishing Group","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 0; Correspondence Address: M.A. Hossain; Department of Genetics and Plant Breeding, Bangladesh Agricultural University, Mymensingh, 2202, Bangladesh; email: anwargpb@bau.edu.bd</p>","","","correlation coefficient; genetic advance; genetic diversity; heritability; path coefficient; PCA; quinoa; yield attributing traits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MIBLQHUY","journalArticle","2025","Delgado, H.; Martín, J.P.","Assessment of Genetic Diversity in Quinoa Landraces Cultivated in the Ecuadorian Highlands Since the Early 1980s","Plants","","22237747 (ISSN)","10.3390/plants14050635","https://www.scopus.com/pages/publications/86000620089?origin=resultslist","Quinoa (Chenopodium quinoa Willd.) landraces have been cultivated ancestrally in the Andean highlands of Ecuador, where they have had great social and nutritional importance for the native population. Currently, there is scarce information on its genetic diversity and conservation status, and none on the changes that may have occurred in recent decades. In this study, we assessed the genetic diversity of 268 accessions (1340 samples; five per accession) of quinoa landraces collected at two different times (1978–1988 and 2014–2015) in three representative Ecuadorian Andean provinces for this crop (Imbabura, Cotopaxi and Chimborazo) using eight simple sequence repeat (SSR) markers. A total of 124 alleles were found, with a range of 11–24 per locus (mean = 15.5). Averages of expected heterozygosity (He) and Shannon information index (I) were 0.763 and 1.821, respectively. The most informative loci were 3_QAAT050 and 7_QAAT100, with discrimination power (D) values above 92%. Moreover, 1055 different genotypes were found, of which 939 were unique genotypes. This high level of genetic diversity could be explained by the intensive exchange of seeds between farmers in the Andean region. In addition, no significant differences were found in the main genetic diversity parameters between collections and/or provinces. If there is no significant quantitative loss of genetic diversity over the last four decades, this would indicate that indigenous farming communities of this Andean region are preserving their ancestral quinoa germplasm reasonably well. Furthermore, two genetic groups were found with a genetic distance of 0.337. Samples in these groups appear to be related to their provincial origin. This may be due to the different ways in which quinoa landraces are managed and conserved in the different Andean provinces. The results obtained may be very useful for the suitable management and conservation of this ancestral plant genetic resource, both on farm by indigenous farming communities and ex situ by the Germplasm Bank of the Ecuadorian National Institute for Agricultural Research (INIAP). © 2025 by the authors.","2025","2026-07-10 21:13:03","2026-07-10 21:13:03","","","","5","14","","Plants","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 5; Correspondence Address: J.P. Martín; Departamento de Biotecnología-Biología Vegetal, Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas, Universidad Politécnica de Madrid, Madrid, Avda. Puerta de Hierro 2-4, 28040, Spain; email: juanpedro.martin@upm.es</p>","","","Chenopodium quinoa; genetic structure; genotypic variability; native quinoa; SSR markers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJM6NMYZ","journalArticle","2010","Bertero, H.D.; Ruiz, R.A.","Reproductive partitioning in sea level quinoa (Chenopodium quinoa Willd.) cultivars","Field Crops Research","","03784290 (ISSN)","10.1016/j.fcr.2010.04.009","https://www.scopus.com/pages/publications/77956966329?origin=resultslist","The proportion of growth allocated to reproductive organs can be an important determinant of yield variation between cultivars and environments. The main aim of this paper was to evaluate the adequacy of a model assuming constancy in partitioning coefficients (PC, the slope of organ weight to total weight relationship) within periods whose limits are associated with phenological phases to describe variation in reproductive growth (including seeds when present) in the Andean seed crop quinoa. A second objective was to analyze the dynamics of panicle and stem growth to advance our understanding of factors determining yield in this species. To do this, we used data from two experiments conducted in 2 years under field conditions in the Argentinean pampas, using four cultivars belonging to the Sea Level Type and adapted to temperate environments, under three densities. Reproductive partitioning followed a bi-phasic pattern; panicle biomass increased gradually until reaching a total biomass value, and then there was an increase in the slope of panicle vs. total aerial biomass relationship. Partitioning coefficients for the initial stage varied between some cultivars and densities in the first year, but not in the second. No significant differences were detected when PCs for the second stage were considered. The start of panicle growth was associated with thermal time to first anthesis (R2=0.62) while thermal time to change in partitioning from low to high PC and that to end of flowering were strongly related (R2=0.93). Combining data across cultivars, years and densities gave a PC of 0.15 for the initial stage and 0.90 for the second stage. Using these relationships and parameters dynamics of panicle biomass accumulation was predicted satisfactorily in an independent data set for a different environment, confirming the usefulness of a single model approach to describe partitioning across cvs. and environments in this crop. Besides, crop yield estimations improved when compared to those obtained by a seed number estimation model, predictions were only 7.25% lower than observed values compared to -24.5% using a seed number approach. There is a trade-off between final partitioning to reproductive structures (higher in short-cycle cvs.) and total crop biomass, one of the factors contributing to this trade-off being a negative association between the panicle-stem relationship at harvest and duration in thermal time units of stem growth; so, selection for high partitioning rate should be targeted at long duration cvs. within this germplasm. © 2010 Elsevier B.V.","2010","2026-07-10 21:13:03","2026-07-10 21:13:03","","94-101","","1","118","","Field Crops Res.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 19; Correspondence Address: H.D. Bertero; Cátedra de Producción Vegetal and CONICET, Facultad de Agronomía, Universidad de Buenos Aires, C1417DSE, Buenos Aires, Av. San Martín 4453, Argentina; email: bertero@agro.uba.ar; CODEN: FCRED</p>","","","agricultural modeling; Argentina; bioaccumulation; Chenopodium quinoa; Crop growth; crop yield; cultivar; dicotyledon; dry matter; Dry matter partitioning; growth rate; Modeling; Pampas; Panicle-stem relationship; Partitioning coefficients; phytomass; trade-off","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RM52LX25","journalArticle","2023","Jafari, F.; Farkhari, M.; Siahpoosh, A.; Bagheri, M.; Qanavati, M.","Assessment of Genetic Diversity in Some Quinoa (Chenopodium Quinoa) Genotypes using ISSR Markers","Journal of Crop Breeding","","22286128 (ISSN)","10.61186/jcb.15.45.125","https://www.scopus.com/pages/publications/105000621187?origin=resultslist","Introduction and Objective: Quinoa is an attractive crop in many parts of country based on its tolerance to salinity and drought stresses and its adaptability to poor soils. Area under Quinoa cultivation has been increased in recent years in Iran. Breeding of new Quinoa cultivars is essential to keep this trend. Assessment genetic diversity in the germplasm is the first step of plant breeding. In this study, genetic diversity of within and among of some Quinoa populations were determined by ISSR molecular markers. Material and Methods: Diversity among and within 13 Quinoa populations (by assessment of three plants in each population) was examined by 9 ISSRs primers. A total of 13 genotypes including breeding material Q1, Q3, Q4, Q5, Q12, Q26 and Q2, four Chen wild accessions and Giza1 and Titicaca cultivars. Results: A total of 90 bands (with 87.69% polymorphism) were detected with using of 9 ISSR primers. The genotypes were divided in two groups (Q group: including those genotypes with prefix Q in their names and None Q group: other genotypes) with a few exceptions by cluster analysis. Peru or Bolivia are the origin of None Q group genotypes (consisting Titicaca, Giza1 and Chen wild accessions). Also Chile is the origin of other genotypes located on Q group except Q1, Q3, Q4 and Q5 that their origin was not specified. According to the results of clustering, origin of Q1, Q3, Q4 and Q5 populations must be Chile. The first two components in the principal coordinate analysis (PCoA) account for 26.17% of total variance. The genotypes were divided into two groups by PCoA almost similar to the dendrogram grouping. Molecular analysis of variance (AMOVA) recognized high variation within the populations. AMOVA showed that 73% and 27% variations were within and among populations, respectively. Cultivars Titicaca and Giza exhibited lowest within population variance in comparison of other populations. Conclusion: ISSR markers showed acceptable polymorphism based on the results. Positive mass selection is recommended according to the high variation within populations. In general, consideration of two origins for quinoa germplasm management, including Andean highlands and coastal areas is suggested. © 2023, Sari Agricultural Sciences and Natural Resources University. All rights reserved.","2023","2026-07-10 21:13:04","2026-07-10 21:13:04","","125-134","","45","15","","J. Crop Breed.","","","","","","Sari Agricultural Sciences and Natural Resources University","","Persian","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 1; Correspondence Address: M. Farkhari; Department of Plant Production and Genetics, Agricultural Sciences and Natural Resources University of Khuzestan, Mollasani, Iran; email: farkhari@asnrukh.ac.ir</p>","","","Molecular diversity; Molecular markers; Plant Breeding; Quinoa germplasm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYI45FPY","journalArticle","2026","WEI, B.; WANG, X.; LV, W.; LU, C.; LI, Y.; CUI, Y.; WANG, M.; WEI, Z.; LI, M.; ZHANG, J.; LEI, X.; FUENTES, F.; MU, G.","GWAS-based SNP–Trait associations and drought-stressed physiological responses in quinoa (Chenopodium quinoa Willd.)","Notulae Botanicae Horti Agrobotanici Cluj-Napoca","","0255965X (ISSN)","10.15835/NBHA54114779","https://www.scopus.com/pages/publications/105038294814?origin=resultslist","A total of 120 quinoa (Chenopodium quinoa Willd.) accessions were classified into two distinct genetic groups, Andean highland type and Chilean lowland type, based on a genetic differentiation index (FST) of 0.14. Within this framework, accession M065 was identified as drought-tolerant, whereas M084 exhibited drought sensitivity. 735 SNP loci were obtained by using the MultipleSeq multiplex PCR amplicon capture sequencing technology. GWAS-based SNP–trait association indicated that 5 SNP loci were significantly associated with plant height (PH, R2: 10.03%), branch number (BN, R2: 13.13%), yield per plant (YPP, R2; 10.77%) and panicle width (PW, R2: 10.38%), respectively. Under drought stress, M065 exhibited significantly smaller reductions-by 5.93%, 6.99%, 6.02%, 9.45%, 6.87%, 10.24%, 8.59%, 2.58%, and 3.80%, respectivelythan M084 in plant height, leaf area, biomass, relative leaf water content, chlorophyll content, net photosynthetic rate, transpiration rate, intercellular CO2 concentration, and stomatal conductance. Root system scanning indicated that under drought stress, M065 root cells maintained near-normal volume with only mild shrinkage, whereas M084 root cells exhibited pronounced shriveling. The physiological analysis showed that both accessions exhibited elevated MDA and H2O2 levels under drought stress, with M084 showing greater increases than M065. SOD activity increased in both accessions under D1 (SMC: 45%-55%) and D2 (SMC: 25%-35% stresses, but the rise was slightly higher in M065. POD activity increased significantly in M065, while M084 showed no significant change under D2. CAT activity increased in both accessions under D1, but only M065 showed a significant increase under D2. © 2026 Articles by the authors; Licensee UASVM and SHST, Cluj-Napoca, Romania. The journal allows the author(s) to hold the copyright/to retain publishing rights without restriction.","2026","2026-07-10 21:13:04","2026-07-10 21:13:04","","14779-14779","","1","54","","Not. Bot. Horti Agrobot. Cluj-Napoca","","","","","","AcademicPres","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 0; Correspondence Address: F. FUENTES; Pontifical Catholic University of Chile, Faculty of Agronomy and Natural Systems, Faculty of Engineering, Faculty of Medicine, Santiago, 6904411, Chile; email: frfuentesc@uc.cl</p>","","","drought stress; germplasm accessions; physiological analysis; quinoa (Chenopodium quinoa Willd.); SNP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PU42LUNQ","journalArticle","2013","Miranda, M.; Vega-Gálvez, A.; Martínez, E.A.; López, J.; Marín, R.; Aranda, M.; Fuentes, F.","Influence of contrasting environments on seed composition of two quinoa genotypes: Nutritional and functional properties","Chilean Journal of Agricultural Research","","07185839 (ISSN)","10.4067/S0718-58392013000200004","https://www.scopus.com/pages/publications/84887535915?origin=resultslist","Quinoa (Chenopodium quinoa Willd.) in Chile represents a source of germplasm with high nutritional value. However, there is little information available related to quinoa seed quality grown under contrasting environments. In this study we evaluated the changes on seed composition of seeds of two lowland/coastal quinoa genotypes grown under arid (Vicuña) and cold-temperate (Temuco) conditions in Chile. Results showed that in the case of 'Regalona Baer' and 'Villarrica' genotypes the arid location (with irrigation) led to a significant increase (P < 0.05) in grain yield (4.2 and 5.1 t ha-1, respectively), soluble dietary fiber (16.8 ± 0.4 and 28.9 ± 2.1 g kg-1 DM, respectively), vitamin B3 (2.44 ± 0.005 and 2.26 ± 0.04 mg 100 g-1 DM, respectively), saponins (3.22 ± 0.38 mg 100 g-1 DM, 'Regalona Baer'), phenolic compounds (19.2 ± 5.48 and 31.92 ± 1.14 mg gallic acid 100 g-1 DM, respectively) and components of proximate analysis, except protein content. The cold-temperate climate (rainfed) affected positively seed size (2.22 ± 0.17 mm 'Villarrica') and 1000 seed weight (3.08 ± 0.08 and 3.29 ± 0.08 g, respectively), as well as insoluble dietary fiber content (112.3 ± 23.8 g kg-1 DM, 'Regalona Baer'). Furthermore, vitamin C was higher in 'Regalona Baer' genotype at arid locality (31.22 ± 4.2 mg 100 g-1 DM), but much higher content was registered in 'Villarrica' genotype at cold-temperate climate (49.3 ± 5.36 mg 100 g-1 DM). The environment-induced relationship among variables and genotypes was consistent with principal component analysis (PCA). The arid region of Vicuña in Chile represents a potential area for quinoa cultivation for lowland/coastal quinoa genotypes, whose nutritional and functional features were affected positively, due to the much more stressing climatic conditions.","2013","2026-07-10 21:13:04","2026-07-10 21:13:04","","108-116","","2","73","","Chil. J. Agric. Res.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 82; Correspondence Address: F. Fuentes; Universidad Arturo Prat, Iquique, Av. Arturo Prat 2120, Chile; email: francfue@unap.cl</p>","","","Antioxidant activity; Chenopodium quinoa; Climate stress; Mineral content; Phenolic compounds; Protein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGZCZV5R","journalArticle","2022","Snowball, R.; Dhammu, H.S.; D’Antuono, M.F.; Troldahl, D.; Biggs, I.; Thompson, C.; Warmington, M.; Pearce, A.; Sharma, D.L.","Adaptation of Quinoa (Chenopodium quinoa Willd.) to Australian Environments","Agronomy","","20734395 (ISSN)","10.3390/agronomy12092026","https://www.scopus.com/pages/publications/85138571667?origin=resultslist","Quinoa is being evaluated in cropping systems in many countries outside of its natural range of South America. Very few attempts have been made by farmers or researchers to grow or evaluate quinoa under Australian environments. Given the growing popularity of quinoa with consumers, new commercial opportunities for farmers and international interest in the crop, it was timely to undertake a comprehensive evaluation of the potential of quinoa in Australia. Two advanced selections and nine germplasm lines (six of Chilean and three of Bolivian origin) identified in an earlier project were tested in 23 field trials at 14 locations on mainland Australia. Targets included irrigated sites in tropical, Mediterranean, semi-arid and desert climates, and rain-fed sites of south-western Australia with a Mediterranean climate. The field experiments were either a randomised complete block design (RBCD) or a split plot/factorial design with 2–4 replicates, and a linear mixed model was used to compare the treatment lines. Seed yield of quinoa was highest when grown in winter and spring under rain-fed conditions in Geraldton, in spring and summer under irrigation at Bool Lagoon, and summer, autumn and winter under irrigation at Leeton. The highest seed yield achieved was 3 t/ha for a germplasm line from Chile, while the highest yield for a germplasm line from Bolivia was 2.6 t/ha. Advanced selections from Australia yielded well in comparison at most trial sites. Declining seed yield was associated with mean daily temperatures during seed development increasing above 17 °C, mean daily temperatures during flowering declining below 15 °C, and rainfall during seed development under rain-fed conditions falling below 50 mm. Seed produced at Bool Lagoon was the closest in colour to white quinoa imported from Peru; however, it was more than noticeably different. Seed produced at Geraldton and Leeton was significantly larger than from other field sites; however, none were larger than 2 mm in diameter as found in Royal white quinoa from Bolivia. Superior seed colour and seed size were associated with dry conditions at maturity and cool conditions during seed development, respectively. We conclude that quinoa can become a potential crop option for Australian agriculture by exploiting genetic diversity and supplementing with suitable management practices matched to agro-climatic environments. There are reasonable prospects to raise the seed yield potential in areas in all states, especially in the regions where quinoa grew well in our experiments. © 2022 by the authors.","2022","2026-07-10 21:13:04","2026-07-10 21:13:04","","","","9","12","","Agronomy","","","","","","MDPI","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 2; Correspondence Address: R. Snowball; Department of Primary Industries and Regional Development, South Perth, 6151, Australia; email: richardsnowball1959@gmail.com; H.S. Dhammu; Department of Primary Industries and Regional Development, South Perth, 6151, Australia; email: harmohinder.dhammu@dpird.wa.gov.au; D.L. Sharma; Department of Primary Industries and Regional Development, South Perth, 6151, Australia; email: darshan.sharma@dpird.wa.gov.au</p>","","","adaptation; climate; germplasm; quality; quinoa; yield","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YP8CNLGS","journalArticle","2010","Gómez-Pando, L.R.; Álvarez-Castro, R.; Eguiluz-de la Barra, A.","Effect of salt stress on peruvian germplasm of chenopodium quinoa willd.: A promising crop","Journal of Agronomy and Crop Science","","1439037X (ISSN)","10.1111/j.1439-037X.2010.00429.x","https://www.scopus.com/pages/publications/77956448523?origin=resultslist","Soil salinity is a major problem in today's agriculture. Quinoa has become an important crop because it exhibits high levels of salinity tolerance. In addition, its seeds contain an excellent balance of carbohydrates, lipids, amino acids and proteins for human nutrition. The quinoa germplasm includes almost 2500 accessions, some of which have been tested under salt stress. Here, we report the effect of NaCl on the germination of 182 previously untested accessions. When seeds were irrigated with saline water at 30 dS m-1 EC, the stress appeared to be too high: all accessions showed less than 60 % germination. In contrast, irrigation with 25 dS m-1 EC saline water allowed over 60 % germination in 15 accessions. These latter accessions' agricultural traits were then evaluated. The overall coefficients of variation indicated that quinoa genotype and salt treatment dramatically influence root dry mass per plant, but do not noticeably affect the length of the plant's life cycle. Unexpectedly, salt treatment resulted in increased plant height, leaf dry mass and grain yield. Using Euclidean distance for the simultaneous selection of these five agricultural traits, accessions 100, 136, 127 and 105 proved to be the best performing genotypes under salt stress. © 2010 Blackwell Verlag GmbH.","2010","2026-07-10 21:13:04","2026-07-10 21:13:04","","391-396","","5","196","","J. Agron. Crop. Sci.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 76; Correspondence Address: L.R. Gómez-Pando; Cereal Research Program, National Agricultural University La Molina, Lima, Peru; email: luzgomez@lamolina.edu.pe; CODEN: ZAPFA</p>","","","Chenopodium quinoa; crop plant; crop yield; Euclidean distance; Ex vitro performance; genotype; germination; germplasm; irrigation system; nutritive value; Quinoa; salinity; Salinity; salinity tolerance; Simultaneous selection; sodium chloride; soil profile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6QUFBCF","journalArticle","2022","Liu, Y.; Liu, J.; Li, L.; Zhang, P.; Wang, Q.; Qin, P.","Transcriptome and Metabolome Combined to Analyze Quinoa Grain Quality Differences of Different Colors Cultivars","International Journal of Molecular Sciences","","16616596 (ISSN)","10.3390/ijms232112883","https://www.scopus.com/pages/publications/85141633500?origin=resultslist","Quinoa (Chenopodium quinoa Wild.) has attracted considerable attention owing to its unique nutritional, economic, and medicinal values. Meanwhile, quinoa germplasm resources and grain colors are rich and diverse. In this study, we analyzed the composition of primary and secondary metabolites and the content of the grains of four different high-yield quinoa cultivars (black, red, white, and yellow) harvested 42 days after flowering. The grains were subjected to ultra-performance liquid chromatography-tandem mass spectrometry (UPLC-MS/MS) and transcriptome sequencing to identify the differentially expressed genes and metabolites. Analysis of candidate genes regulating the metabolic differences among cultivars found that the metabolite profiles differed between white and black quinoa, and that there were also clear differences between red and yellow quinoa. It also revealed significantly altered amino acid, alkaloid, tannin, phenolic acid, and lipid profiles among the four quinoa cultivars. Six common enrichment pathways, including phenylpropane biosynthesis, amino acid biosynthesis, and ABC transporter, were common to metabolites and genes. Moreover, we identified key genes highly correlated with specific metabolites and clarified the relationship between them. Our results provide theoretical and practical references for breeding novel quinoa cultivars with superior quality, yield, and stress tolerance. Furthermore, these findings introduce an original approach of integrating genomics and transcriptomics for screening target genes that regulate the desirable traits of quinoa grain. © 2022 by the authors.","2022","2026-07-10 21:13:04","2026-07-10 21:13:04","","","","21","23","","Int. J. Mol. Sci.","","","","","","MDPI","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 9; Correspondence Address: P. Qin; College of Agronomy and Biotechnology, Yunnan Agricultural University, Kunming, 650201, China; email: wheat-quinoa@ynau.edu.cn</p>","","","ABC transporter; alkaloid; amino acid; amino acid synthesis; Amino Acids; Article; biosynthesis; Chenopodium quinoa; Chromatography, Liquid; cultivar; differential gene expression; Edible Grain; flower development; food grain; gene control; gene expression; genetic transcription; genetics; genomics; grain; grain difference; grain yield; hydroxybenzoic acid; lipid fingerprinting; liquid chromatography; liquid chromatography-mass spectrometry; metabolism; metabolite; metabolome; Metabolome; nonhuman; phenol derivative; physiological stress; plant breeding; Plant Breeding; propane; quality; quinoa; tandem mass spectrometry; Tandem Mass Spectrometry; tannin; transcriptome; Transcriptome; transcriptome sequencing; transcriptomics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IUK5PGRX","journalArticle","1990","Fairbanks, D.J.; Burgener, K.W.; Robison, L.R.; Andersen, W.R.; Ballon, E.","Electrophoretic Characterization of Quinoa Seed Proteins","Plant Breeding","","01799541 (ISSN)","10.1111/j.1439-0523.1990.tb00422.x","https://www.scopus.com/pages/publications/84989132626?origin=resultslist","Quinoa (Chenopodium quinoa Willd) is an important domesticated food crop of the Andean highlands with potential as an alternative crop elsewhere. Among its most attractive characteristics are the quantity and favorable amino acid balance of the seed proteins. The objective of this study was to characterize quinoa seed proteins by electrophoretic mobility, solubility fractionation, and genetic variability from a wide genetic base. Electrophoretic profiles of denatured albumin, globulin, prolamin, and glutelin solubility fractions demonstrated that quinoa seed polypeptides could be classified as either albumin or globulin with most predominant polypeptides in the globulin fraction. Insignificant amounts of protein were present in the prolamin fraction and all polypeptides in the glutelin fraction had identical electrophoretic mobilities to albumins and globulins. Three globulin polypeptides of 34.3, 35.6, and 36.2 kilodaltons in size were highly variable within and among the accessions examined and appear to be coded by at least two loci. Two&#8208;dimensional peptide mapping revealed that these three polypeptides were homologous. These highly variable markers could be used for identification and classification of germplasm and elucidation of systematics and genetic variability within the quinoa germplasm pool. All other major polypeptides were electrophoretically invariant among the accessions examined. Copyright © 1990, Wiley Blackwell. All rights reserved","1990","2026-07-10 21:13:04","2026-07-10 21:13:04","","190-195","","3","104","","Plant Breed.","","","","","","","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 51</p>","","","Chenopodium quinoa; genetic variation; globulins; seed proteins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79K83TEI","journalArticle","2022","Morillo, A.C.; Manjarres, E.H.; Mora, M.S.","Afrosymetric method for quantifying saponins in Chenopodium Quinoa Willd. from Colombia","Brazilian Journal of Biology","","15196984 (ISSN)","10.1590/1519-6984.262716","https://www.scopus.com/pages/publications/85141525510?origin=resultslist","Quinoa (Chenopodium quinoa Willd.) is a pseudocereal that, in addition to presenting good nutritional characteristics in the grain, has secondary metabolites in the episperm of the seeds and, within them, saponins. Saponins are characterized by being emulsifying, foaming and generating a bitter taste. This metabolite has not been completely studied in quinoa materials from Colombia. For this reason, the objective of this research was to quantify the content of saponins present in quinoa materials from the department of Boyacá using three afrosimetric methods. For this, a completely randomized design (CRD) was implemented with a factorial arrangement of 3 (afrosimetric methods) x 5 (quinoa materials). From the quantification of saponins, it was determined that the Amarilla de maranganí genotype, was the one that presented the highest content in all the evaluated methods; the standard afrosimetric method being the most efficient. Finally, the conglomerate analysis allowed to discriminate the materials in sweet quinoas such as Tunkahuan and Blanca de Jericó with saponin contents lower than 0.06%, and in bitter quinoas (Negra de la Colorada, Dorada and Amarilla de Maranganí) with contents higher than 0.11%. The biochemical characterization of the germplasm will allow a selection of genotypes suitable for consumption and for the industry, given the potential use that saponins currently have. © 2022, Instituto Internacional de Ecologia. All rights reserved.","2022","2026-07-10 21:13:04","2026-07-10 21:13:04","","","","","82","","Braz. J. Biol.","Método afrosimétrico para quantificação de saponinas em Chenopodium Quinoa Willd. da Colômbia","","","","","Instituto Internacional de Ecologia","","English","","","Scopus","","","","","<p>Export Date: 10 July 2026; Cited By: 12; Correspondence Address: A.C. Morillo; Universidad Pedagógica y Tecnológica de Colombia, Facultad de Ciencias Agropecuarias, Grupo Competitividad Innovación y Desarrollo Empresarial – CIDE, Tunja, Boyacá, Colombia; email: ana.morillo@uptc.edu.co</p>","","","Andean crop; biochemical characterization; chemistry; Chenopodium quinoa; Colombia; metabolism; nutritional compounds; plant seed; saponin; Saponins; secondary metabolite; seeds; Seeds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
